"d-flex href","symbol","text-start","text-start 2","text-decoration-none href","symbol 2","btn-quote","text-center href","text-decoration-none href 2","symbol 3"
"https://www.set.or.th/th/market/product/stock/quote/24CS/price","24CS","บริษัท ทเวนตี้ โฟร์ คอน แอนด์ ซัพพลาย จำกัด (มหาชน)","mai","https://www.set.or.th/th/market/index/mai/propcon","PROPCON","-","https://www.set.or.th/th/market/product/stock/quote/24CS/factsheet","",""
"https://www.set.or.th/th/market/product/stock/quote/2S/price","2S","บริษัท 2 เอส เมทัล จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/indus","INDUS","","https://www.set.or.th/th/market/product/stock/quote/2S/factsheet","https://www.set.or.th/th/market/index/set/indus/steel","STEEL"
"https://www.set.or.th/th/market/product/stock/quote/3K-BAT/price","3K-BAT","บริษัท ไทย เอ็นเนอร์จี สโตเรจ เทคโนโลยี จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/indus","INDUS","","https://www.set.or.th/th/market/product/stock/quote/3K-BAT/factsheet","https://www.set.or.th/th/market/index/set/indus/auto","AUTO"
"https://www.set.or.th/th/market/product/stock/quote/A/price","A","บริษัท อารียา พรอพเพอร์ตี้ จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/propcon","PROPCON","","https://www.set.or.th/th/market/product/stock/quote/A/factsheet","https://www.set.or.th/th/market/index/set/propcon/prop","PROP"
"https://www.set.or.th/th/market/product/stock/quote/A5/price","A5","บริษัท แอสเซท ไฟว์ กรุ๊ป จำกัด (มหาชน)","mai","https://www.set.or.th/th/market/index/mai/propcon","PROPCON","-","https://www.set.or.th/th/market/product/stock/quote/A5/factsheet","",""
"https://www.set.or.th/th/market/product/stock/quote/AAI/price","AAI","บริษัท เอเชี่ยน อะไลอันซ์ อินเตอร์เนชั่นแนล จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/agro","AGRO","","https://www.set.or.th/th/market/product/stock/quote/AAI/factsheet","https://www.set.or.th/th/market/index/set/agro/food","FOOD"
"https://www.set.or.th/th/market/product/stock/quote/AAV/price","AAV","บริษัท เอเชีย เอวิเอชั่น จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/service","SERVICE","","https://www.set.or.th/th/market/product/stock/quote/AAV/factsheet","https://www.set.or.th/th/market/index/set/service/trans","TRANS"
"https://www.set.or.th/th/market/product/stock/quote/ABM/price","ABM","บริษัท เอเชีย ไบโอแมส จำกัด (มหาชน)","mai","https://www.set.or.th/th/market/index/mai/resourc","RESOURC","-","https://www.set.or.th/th/market/product/stock/quote/ABM/factsheet","",""
"https://www.set.or.th/th/market/product/stock/quote/ACAP/price","ACAP","บริษัท เอเชีย แคปปิตอล กรุ๊ป จำกัด (มหาชน)","mai","https://www.set.or.th/th/market/index/mai/fincial","FINCIAL","-","https://www.set.or.th/th/market/product/stock/quote/ACAP/factsheet","",""
"https://www.set.or.th/th/market/product/stock/quote/ACC/price","ACC","บริษัท แอดวานซ์ คอนเนคชั่น คอร์ปอเรชั่น จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/resourc","RESOURC","","https://www.set.or.th/th/market/product/stock/quote/ACC/factsheet","https://www.set.or.th/th/market/index/set/resourc/energ","ENERG"
"https://www.set.or.th/th/market/product/stock/quote/ACE/price","ACE","บริษัท แอ๊บโซลูท คลีน เอ็นเนอร์จี้ จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/resourc","RESOURC","","https://www.set.or.th/th/market/product/stock/quote/ACE/factsheet","https://www.set.or.th/th/market/index/set/resourc/energ","ENERG"
"https://www.set.or.th/th/market/product/stock/quote/ACG/price","ACG","บริษัท ออโตคอร์ป โฮลดิ้ง จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/indus","INDUS","","https://www.set.or.th/th/market/product/stock/quote/ACG/factsheet","https://www.set.or.th/th/market/index/set/indus/auto","AUTO"
"https://www.set.or.th/th/market/product/stock/quote/ADB/price","ADB","บริษัท แอ็พพลาย ดีบี จำกัด (มหาชน)","mai","https://www.set.or.th/th/market/index/mai/indus","INDUS","-","https://www.set.or.th/th/market/product/stock/quote/ADB/factsheet","",""
"https://www.set.or.th/th/market/product/stock/quote/ADD/price","ADD","บริษัท แอดเทค ฮับ จำกัด (มหาชน)","mai","https://www.set.or.th/th/market/index/mai/service","SERVICE","-","https://www.set.or.th/th/market/product/stock/quote/ADD/factsheet","",""
"https://www.set.or.th/th/market/product/stock/quote/ADVANC/price","ADVANC","บริษัท แอดวานซ์ อินโฟร์ เซอร์วิส จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/tech","TECH","","https://www.set.or.th/th/market/product/stock/quote/ADVANC/factsheet","https://www.set.or.th/th/market/index/set/tech/ict","ICT"
"https://www.set.or.th/th/market/product/stock/quote/ADVICE/price","ADVICE","บริษัท แอดไวซ์ ไอที อินฟินิท จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/service","SERVICE","","https://www.set.or.th/th/market/product/stock/quote/ADVICE/factsheet","https://www.set.or.th/th/market/index/set/service/comm","COMM"
"https://www.set.or.th/th/market/product/stock/quote/AE/price","AE","บริษัท ออลล์ เอ็นเนอร์ยี่ แอนด์ ยูทิลิตี้ จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/resourc","RESOURC","","https://www.set.or.th/th/market/product/stock/quote/AE/factsheet","https://www.set.or.th/th/market/index/set/resourc/energ","ENERG"
"https://www.set.or.th/th/market/product/stock/quote/AEONTS/price","AEONTS","บริษัท อิออน ธนสินทรัพย์ (ไทยแลนด์) จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/fincial","FINCIAL","","https://www.set.or.th/th/market/product/stock/quote/AEONTS/factsheet","https://www.set.or.th/th/market/index/set/fincial/fin","FIN"
"https://www.set.or.th/th/market/product/stock/quote/AF/price","AF","บริษัท ไอร่า แฟคตอริ่ง จำกัด (มหาชน)","mai","https://www.set.or.th/th/market/index/mai/fincial","FINCIAL","-","https://www.set.or.th/th/market/product/stock/quote/AF/factsheet","",""
"https://www.set.or.th/th/market/product/stock/quote/AFC/price","AFC","บริษัท เอเซียไฟเบอร์ จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/consump","CONSUMP","","https://www.set.or.th/th/market/product/stock/quote/AFC/factsheet","https://www.set.or.th/th/market/index/set/consump/fashion","FASHION"
"https://www.set.or.th/th/market/product/stock/quote/AGE/price","AGE","บริษัท เอเชีย กรีน เอนเนอจี จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/resourc","RESOURC","","https://www.set.or.th/th/market/product/stock/quote/AGE/factsheet","https://www.set.or.th/th/market/index/set/resourc/energ","ENERG"
"https://www.set.or.th/th/market/product/stock/quote/AH/price","AH","บริษัท อาปิโก ไฮเทค จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/indus","INDUS","","https://www.set.or.th/th/market/product/stock/quote/AH/factsheet","https://www.set.or.th/th/market/index/set/indus/auto","AUTO"
"https://www.set.or.th/th/market/product/stock/quote/AHC/price","AHC","บริษัท โรงพยาบาลเอกชล จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/service","SERVICE","","https://www.set.or.th/th/market/product/stock/quote/AHC/factsheet","https://www.set.or.th/th/market/index/set/service/helth","HELTH"
"https://www.set.or.th/th/market/product/stock/quote/AI/price","AI","บริษัท เอเชียน อินซูเลเตอร์ จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/resourc","RESOURC","","https://www.set.or.th/th/market/product/stock/quote/AI/factsheet","https://www.set.or.th/th/market/index/set/resourc/energ","ENERG"
"https://www.set.or.th/th/market/product/stock/quote/AIE/price","AIE","บริษัท เอไอ เอนเนอร์จี จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/resourc","RESOURC","","https://www.set.or.th/th/market/product/stock/quote/AIE/factsheet","https://www.set.or.th/th/market/index/set/resourc/energ","ENERG"
"https://www.set.or.th/th/market/product/stock/quote/AIMCG/price","AIMCG","ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าอสังหาริมทรัพย์ เอไอเอ็ม คอมเมอร์เชียล โกรท","SET","https://www.set.or.th/th/market/index/set/propcon","PROPCON","","https://www.set.or.th/th/market/product/stock/quote/AIMCG/factsheet","https://www.set.or.th/th/market/index/set/propcon/pf&reit","PF&REIT"
"https://www.set.or.th/th/market/product/stock/quote/AIMIRT/price","AIMIRT","ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าอสังหาริมทรัพย์ เอไอเอ็ม อินดัสเทรียล โกรท","SET","https://www.set.or.th/th/market/index/set/propcon","PROPCON","","https://www.set.or.th/th/market/product/stock/quote/AIMIRT/factsheet","https://www.set.or.th/th/market/index/set/propcon/pf&reit","PF&REIT"
"https://www.set.or.th/th/market/product/stock/quote/AIRA/price","AIRA","บริษัท ไอร่า แคปปิตอล จำกัด (มหาชน)","mai","https://www.set.or.th/th/market/index/mai/fincial","FINCIAL","-","https://www.set.or.th/th/market/product/stock/quote/AIRA/factsheet","",""
"https://www.set.or.th/th/market/product/stock/quote/AIT/price","AIT","บริษัท แอ็ดวานซ์ อินฟอร์เมชั่น เทคโนโลยี จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/tech","TECH","","https://www.set.or.th/th/market/product/stock/quote/AIT/factsheet","https://www.set.or.th/th/market/index/set/tech/ict","ICT"
"https://www.set.or.th/th/market/product/stock/quote/AJ/price","AJ","บริษัท เอ.เจ.พลาสท์ จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/indus","INDUS","","https://www.set.or.th/th/market/product/stock/quote/AJ/factsheet","https://www.set.or.th/th/market/index/set/indus/pkg","PKG"
"https://www.set.or.th/th/market/product/stock/quote/AJA/price","AJA","บริษัท เอเจ แอดวานซ์ เทคโนโลยี จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/consump","CONSUMP","","https://www.set.or.th/th/market/product/stock/quote/AJA/factsheet","https://www.set.or.th/th/market/index/set/consump/home","HOME"
"https://www.set.or.th/th/market/product/stock/quote/AKP/price","AKP","บริษัท อัคคีปราการ จำกัด (มหาชน)","mai","https://www.set.or.th/th/market/index/mai/service","SERVICE","-","https://www.set.or.th/th/market/product/stock/quote/AKP/factsheet","",""
"https://www.set.or.th/th/market/product/stock/quote/AKR/price","AKR","บริษัท เอกรัฐวิศวกรรม จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/indus","INDUS","","https://www.set.or.th/th/market/product/stock/quote/AKR/factsheet","https://www.set.or.th/th/market/index/set/indus/imm","IMM"
"https://www.set.or.th/th/market/product/stock/quote/AKS/price","AKS","บริษัท เอเคเอส คอร์ปอเรชั่น จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/propcon","PROPCON","","https://www.set.or.th/th/market/product/stock/quote/AKS/factsheet","https://www.set.or.th/th/market/index/set/propcon/prop","PROP"
"https://www.set.or.th/th/market/product/stock/quote/ALLA/price","ALLA","บริษัท ออลล่า จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/indus","INDUS","","https://www.set.or.th/th/market/product/stock/quote/ALLA/factsheet","https://www.set.or.th/th/market/index/set/indus/imm","IMM"
"https://www.set.or.th/th/market/product/stock/quote/ALLY/price","ALLY","ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าอสังหาริมทรัพย์ อัลไล","SET","https://www.set.or.th/th/market/index/set/propcon","PROPCON","","https://www.set.or.th/th/market/product/stock/quote/ALLY/factsheet","https://www.set.or.th/th/market/index/set/propcon/pf&reit","PF&REIT"
"https://www.set.or.th/th/market/product/stock/quote/ALPHAX/price","ALPHAX","บริษัท อัลฟ่า ดิวิชั่นส์ จำกัด (มหาชน)","mai","https://www.set.or.th/th/market/index/mai/consump","CONSUMP","-","https://www.set.or.th/th/market/product/stock/quote/ALPHAX/factsheet","",""
"https://www.set.or.th/th/market/product/stock/quote/ALT/price","ALT","บริษัท เอแอลที เทเลคอม จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/tech","TECH","","https://www.set.or.th/th/market/product/stock/quote/ALT/factsheet","https://www.set.or.th/th/market/index/set/tech/ict","ICT"
"https://www.set.or.th/th/market/product/stock/quote/ALUCON/price","ALUCON","บริษัท อลูคอน จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/indus","INDUS","","https://www.set.or.th/th/market/product/stock/quote/ALUCON/factsheet","https://www.set.or.th/th/market/index/set/indus/pkg","PKG"
"https://www.set.or.th/th/market/product/stock/quote/AMA/price","AMA","บริษัท อาม่า มารีน จำกัด (มหาชน)","mai","https://www.set.or.th/th/market/index/mai/service","SERVICE","-","https://www.set.or.th/th/market/product/stock/quote/AMA/factsheet","",""
"https://www.set.or.th/th/market/product/stock/quote/AMANAH/price","AMANAH","บริษัท อะมานะฮ์ ลิสซิ่ง จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/fincial","FINCIAL","","https://www.set.or.th/th/market/product/stock/quote/AMANAH/factsheet","https://www.set.or.th/th/market/index/set/fincial/fin","FIN"
"https://www.set.or.th/th/market/product/stock/quote/AMARC/price","AMARC","บริษัท ศูนย์ห้องปฏิบัติการและวิจัยทางการแพทย์และการเกษตรแห่งเอเซีย จำกัด (มหาชน)","mai","https://www.set.or.th/th/market/index/mai/service","SERVICE","-","https://www.set.or.th/th/market/product/stock/quote/AMARC/factsheet","",""
"https://www.set.or.th/th/market/product/stock/quote/AMARIN/price","AMARIN","บริษัท อมรินทร์ คอร์เปอเรชั่นส์ จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/service","SERVICE","","https://www.set.or.th/th/market/product/stock/quote/AMARIN/factsheet","https://www.set.or.th/th/market/index/set/service/media","MEDIA"
"https://www.set.or.th/th/market/product/stock/quote/AMATA/price","AMATA","บริษัท อมตะ คอร์ปอเรชัน จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/propcon","PROPCON","","https://www.set.or.th/th/market/product/stock/quote/AMATA/factsheet","https://www.set.or.th/th/market/index/set/propcon/prop","PROP"
"https://www.set.or.th/th/market/product/stock/quote/AMATAR/price","AMATAR","ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าอมตะซัมมิทโกรท","SET","https://www.set.or.th/th/market/index/set/propcon","PROPCON","","https://www.set.or.th/th/market/product/stock/quote/AMATAR/factsheet","https://www.set.or.th/th/market/index/set/propcon/pf&reit","PF&REIT"
"https://www.set.or.th/th/market/product/stock/quote/AMATAV/price","AMATAV","บริษัท อมตะ วีเอ็น จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/propcon","PROPCON","","https://www.set.or.th/th/market/product/stock/quote/AMATAV/factsheet","https://www.set.or.th/th/market/index/set/propcon/prop","PROP"
"https://www.set.or.th/th/market/product/stock/quote/AMC/price","AMC","บริษัท เอเซีย เมทัล จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/indus","INDUS","","https://www.set.or.th/th/market/product/stock/quote/AMC/factsheet","https://www.set.or.th/th/market/index/set/indus/steel","STEEL"
"https://www.set.or.th/th/market/product/stock/quote/AMR/price","AMR","บริษัท เอเอ็มอาร์ เอเซีย จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/tech","TECH","","https://www.set.or.th/th/market/product/stock/quote/AMR/factsheet","https://www.set.or.th/th/market/index/set/tech/ict","ICT"
"https://www.set.or.th/th/market/product/stock/quote/ANAN/price","ANAN","บริษัท อนันดา ดีเวลลอปเม้นท์ จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/propcon","PROPCON","","https://www.set.or.th/th/market/product/stock/quote/ANAN/factsheet","https://www.set.or.th/th/market/index/set/propcon/prop","PROP"
"https://www.set.or.th/th/market/product/stock/quote/ANI/price","ANI","บริษัท เอเชีย เน็ตเวิร์ค อินเตอร์เนชั่นแนล จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/service","SERVICE","","https://www.set.or.th/th/market/product/stock/quote/ANI/factsheet","https://www.set.or.th/th/market/index/set/service/trans","TRANS"
"https://www.set.or.th/th/market/product/stock/quote/AOT/price","AOT","บริษัท ท่าอากาศยานไทย จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/service","SERVICE","","https://www.set.or.th/th/market/product/stock/quote/AOT/factsheet","https://www.set.or.th/th/market/index/set/service/trans","TRANS"
"https://www.set.or.th/th/market/product/stock/quote/AP/price","AP","บริษัท เอพี (ไทยแลนด์) จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/propcon","PROPCON","","https://www.set.or.th/th/market/product/stock/quote/AP/factsheet","https://www.set.or.th/th/market/index/set/propcon/prop","PROP"
"https://www.set.or.th/th/market/product/stock/quote/APCO/price","APCO","บริษัท เอเชียน ไฟย์โตซูติคอลส์ จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/consump","CONSUMP","","https://www.set.or.th/th/market/product/stock/quote/APCO/factsheet","https://www.set.or.th/th/market/index/set/consump/person","PERSON"
"https://www.set.or.th/th/market/product/stock/quote/APCS/price","APCS","บริษัท เอเซีย พรีซิชั่น จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/propcon","PROPCON","","https://www.set.or.th/th/market/product/stock/quote/APCS/factsheet","https://www.set.or.th/th/market/index/set/propcon/cons","CONS"
"https://www.set.or.th/th/market/product/stock/quote/APEX/price","APEX","บริษัท เอเพ็กซ์ ดีเวลลอปเม้นท์ จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/propcon","PROPCON","","https://www.set.or.th/th/market/product/stock/quote/APEX/factsheet","https://www.set.or.th/th/market/index/set/propcon/prop","PROP"
"https://www.set.or.th/th/market/product/stock/quote/APO/price","APO","บริษัท เอเชียนน้ำมันปาล์ม จำกัด (มหาชน)","mai","https://www.set.or.th/th/market/index/mai/agro","AGRO","-","https://www.set.or.th/th/market/product/stock/quote/APO/factsheet","",""
"https://www.set.or.th/th/market/product/stock/quote/APP/price","APP","บริษัท แอพพลิแคด จำกัด (มหาชน)","mai","https://www.set.or.th/th/market/index/mai/tech","TECH","-","https://www.set.or.th/th/market/product/stock/quote/APP/factsheet","",""
"https://www.set.or.th/th/market/product/stock/quote/APURE/price","APURE","บริษัท อกริเพียว โฮลดิ้งส์ จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/agro","AGRO","","https://www.set.or.th/th/market/product/stock/quote/APURE/factsheet","https://www.set.or.th/th/market/index/set/agro/food","FOOD"
"https://www.set.or.th/th/market/product/stock/quote/AQUA/price","AQUA","บริษัท อควา คอร์เปอเรชั่น จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/service","SERVICE","","https://www.set.or.th/th/market/product/stock/quote/AQUA/factsheet","https://www.set.or.th/th/market/index/set/service/media","MEDIA"
"https://www.set.or.th/th/market/product/stock/quote/ARIN/price","ARIN","บริษัท อรินสิริ แลนด์ จำกัด (มหาชน)","mai","https://www.set.or.th/th/market/index/mai/propcon","PROPCON","-","https://www.set.or.th/th/market/product/stock/quote/ARIN/factsheet","",""
"https://www.set.or.th/th/market/product/stock/quote/ARIP/price","ARIP","บริษัท เออาร์ไอพี จำกัด (มหาชน)","mai","https://www.set.or.th/th/market/index/mai/service","SERVICE","-","https://www.set.or.th/th/market/product/stock/quote/ARIP/factsheet","",""
"https://www.set.or.th/th/market/product/stock/quote/ARROW/price","ARROW","บริษัท แอร์โรว์ ซินดิเคท จำกัด (มหาชน)","mai","https://www.set.or.th/th/market/index/mai/propcon","PROPCON","-","https://www.set.or.th/th/market/product/stock/quote/ARROW/factsheet","",""
"https://www.set.or.th/th/market/product/stock/quote/AS/price","AS","บริษัท แอสเฟียร์ อินโนเวชั่นส์ จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/service","SERVICE","","https://www.set.or.th/th/market/product/stock/quote/AS/factsheet","https://www.set.or.th/th/market/index/set/service/media","MEDIA"
"https://www.set.or.th/th/market/product/stock/quote/ASAP/price","ASAP","บริษัท ซินเนอร์เจติค ออโต้ เพอร์ฟอร์มานซ์ จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/fincial","FINCIAL","","https://www.set.or.th/th/market/product/stock/quote/ASAP/factsheet","https://www.set.or.th/th/market/index/set/fincial/fin","FIN"
"https://www.set.or.th/th/market/product/stock/quote/ASEFA/price","ASEFA","บริษัท อาซีฟา จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/indus","INDUS","","https://www.set.or.th/th/market/product/stock/quote/ASEFA/factsheet","https://www.set.or.th/th/market/index/set/indus/imm","IMM"
"https://www.set.or.th/th/market/product/stock/quote/ASIA/price","ASIA","บริษัท เอเชียโฮเต็ล จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/service","SERVICE","","https://www.set.or.th/th/market/product/stock/quote/ASIA/factsheet","https://www.set.or.th/th/market/index/set/service/tourism","TOURISM"
"https://www.set.or.th/th/market/product/stock/quote/ASIAN/price","ASIAN","บริษัท เอเชี่ยนซี คอร์ปอเรชั่น จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/agro","AGRO","","https://www.set.or.th/th/market/product/stock/quote/ASIAN/factsheet","https://www.set.or.th/th/market/index/set/agro/food","FOOD"
"https://www.set.or.th/th/market/product/stock/quote/ASIMAR/price","ASIMAR","บริษัท เอเชียน มารีน เซอร์วิสส์ จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/service","SERVICE","","https://www.set.or.th/th/market/product/stock/quote/ASIMAR/factsheet","https://www.set.or.th/th/market/index/set/service/trans","TRANS"
"https://www.set.or.th/th/market/product/stock/quote/ASK/price","ASK","บริษัท เอเซียเสริมกิจลีสซิ่ง จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/fincial","FINCIAL","","https://www.set.or.th/th/market/product/stock/quote/ASK/factsheet","https://www.set.or.th/th/market/index/set/fincial/fin","FIN"
"https://www.set.or.th/th/market/product/stock/quote/ASN/price","ASN","บริษัท เอเอสเอ็น โบรกเกอร์ จำกัด (มหาชน)","mai","https://www.set.or.th/th/market/index/mai/fincial","FINCIAL","-","https://www.set.or.th/th/market/product/stock/quote/ASN/factsheet","",""
"https://www.set.or.th/th/market/product/stock/quote/ASP/price","ASP","บริษัท เอเซีย พลัส กรุ๊ป โฮลดิ้งส์ จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/fincial","FINCIAL","","https://www.set.or.th/th/market/product/stock/quote/ASP/factsheet","https://www.set.or.th/th/market/index/set/fincial/fin","FIN"
"https://www.set.or.th/th/market/product/stock/quote/ASW/price","ASW","บริษัท แอสเซทไวส์ จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/propcon","PROPCON","","https://www.set.or.th/th/market/product/stock/quote/ASW/factsheet","https://www.set.or.th/th/market/index/set/propcon/prop","PROP"
"https://www.set.or.th/th/market/product/stock/quote/ATP30/price","ATP30","บริษัท เอทีพี 30 จำกัด (มหาชน)","mai","https://www.set.or.th/th/market/index/mai/service","SERVICE","-","https://www.set.or.th/th/market/product/stock/quote/ATP30/factsheet","",""
"https://www.set.or.th/th/market/product/stock/quote/AU/price","AU","บริษัท อาฟเตอร์ ยู จำกัด (มหาชน)","mai","https://www.set.or.th/th/market/index/mai/agro","AGRO","-","https://www.set.or.th/th/market/product/stock/quote/AU/factsheet","",""
"https://www.set.or.th/th/market/product/stock/quote/AUCT/price","AUCT","บริษัท สหการประมูล จำกัด (มหาชน)","mai","https://www.set.or.th/th/market/index/mai/service","SERVICE","-","https://www.set.or.th/th/market/product/stock/quote/AUCT/factsheet","",""
"https://www.set.or.th/th/market/product/stock/quote/AURA/price","AURA","บริษัท ออโรร่า ดีไซน์ จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/consump","CONSUMP","","https://www.set.or.th/th/market/product/stock/quote/AURA/factsheet","https://www.set.or.th/th/market/index/set/consump/fashion","FASHION"
"https://www.set.or.th/th/market/product/stock/quote/AWC/price","AWC","บริษัท แอสเสท เวิรด์ คอร์ป จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/propcon","PROPCON","","https://www.set.or.th/th/market/product/stock/quote/AWC/factsheet","https://www.set.or.th/th/market/index/set/propcon/prop","PROP"
"https://www.set.or.th/th/market/product/stock/quote/AYUD/price","AYUD","บริษัท อลิอันซ์ อยุธยา แคปปิตอล จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/fincial","FINCIAL","","https://www.set.or.th/th/market/product/stock/quote/AYUD/factsheet","https://www.set.or.th/th/market/index/set/fincial/insur","INSUR"
"https://www.set.or.th/th/market/product/stock/quote/B/price","B","บริษัท บี จิสติกส์ จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/service","SERVICE","","https://www.set.or.th/th/market/product/stock/quote/B/factsheet","https://www.set.or.th/th/market/index/set/service/trans","TRANS"
"https://www.set.or.th/th/market/product/stock/quote/B52/price","B52","บริษัท บี-52 แคปปิตอล จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/service","SERVICE","","https://www.set.or.th/th/market/product/stock/quote/B52/factsheet","https://www.set.or.th/th/market/index/set/service/comm","COMM"
"https://www.set.or.th/th/market/product/stock/quote/BA/price","BA","บริษัท การบินกรุงเทพ จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/service","SERVICE","","https://www.set.or.th/th/market/product/stock/quote/BA/factsheet","https://www.set.or.th/th/market/index/set/service/trans","TRANS"
"https://www.set.or.th/th/market/product/stock/quote/BAFS/price","BAFS","บริษัท บริการเชื้อเพลิงการบินกรุงเทพ จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/resourc","RESOURC","","https://www.set.or.th/th/market/product/stock/quote/BAFS/factsheet","https://www.set.or.th/th/market/index/set/resourc/energ","ENERG"
"https://www.set.or.th/th/market/product/stock/quote/BAM/price","BAM","บริษัทบริหารสินทรัพย์ กรุงเทพพาณิชย์ จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/fincial","FINCIAL","","https://www.set.or.th/th/market/product/stock/quote/BAM/factsheet","https://www.set.or.th/th/market/index/set/fincial/fin","FIN"
"https://www.set.or.th/th/market/product/stock/quote/BANPU/price","BANPU","บริษัท บ้านปู จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/resourc","RESOURC","","https://www.set.or.th/th/market/product/stock/quote/BANPU/factsheet","https://www.set.or.th/th/market/index/set/resourc/energ","ENERG"
"https://www.set.or.th/th/market/product/stock/quote/BAREIT/price","BAREIT","ทรัสต์เพื่อการลงทุนในสิทธิการเช่าอสังหาริมทรัพย์สนามบินการบินกรุงเทพ","SET","https://www.set.or.th/th/market/index/set/propcon","PROPCON","","https://www.set.or.th/th/market/product/stock/quote/BAREIT/factsheet","https://www.set.or.th/th/market/index/set/propcon/pf&reit","PF&REIT"
"https://www.set.or.th/th/market/product/stock/quote/BAY/price","BAY","ธนาคารกรุงศรีอยุธยา จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/fincial","FINCIAL","","https://www.set.or.th/th/market/product/stock/quote/BAY/factsheet","https://www.set.or.th/th/market/index/set/fincial/bank","BANK"
"https://www.set.or.th/th/market/product/stock/quote/BBGI/price","BBGI","บริษัท บีบีจีไอ จำกัด (มหาชน)","SET","https://www.set.or.th/th/market/index/set/resourc","RESOURC","","https://www.set.or.th/th/market/product/stock/quote/BBGI/factsheet","https://www.set.or.th/th/market/index/set/resourc/energ","ENERG"
